,imdbId,Title,IMDB Score,Genre
1480,119116,The Fifth Element (1997),7.7,Action|Adventure|Sci-Fi
1481,116643,Intimate Relations (1996),6.4,Comedy|Drama
1482,119809,Nowhere (1997),6.4,Comedy|Drama|Sci-Fi
1483,116920,Losing Chase (1996),6.8,Drama
1485,117398,La Promesse (1996),7.9,Drama
1486,58985,Le Bonheur (1965),7.7,Drama|Romance
1487,119578,Love! Valour! Compassion! (1997),6.8,Comedy|Drama|Romance
1488,117615,Shall We Dance? (1996),7.8,Comedy|Drama|Music
1490,120394,Twin Town (1997),6.7,Comedy|Drama
1492,115744,Brassed Off (1996),7.1,Comedy|Drama|Romance
1493,118964,The Designated Mourner (1997),6.1,Drama
1494,119567,The Lost World: Jurassic Park (1997),6.5,Action|Adventure|Sci-Fi
1495,117359,Ponette (1996),7.6,Drama
1496,117561,Schizopolis (1996),7.1,Comedy|Fantasy|Mystery
1497,120118,Shiloh (1996),6.4,Drama|Family
1498,118117,The War at Home (1996),7.1,Drama
1499,114303,Rough Magic (1995),5.5,Comedy|Drama|Romance
1500,120373,Trial and Error (1997),5.7,Comedy|Romance
1501,118787,Buddy (1997),4.8,Adventure|Comedy|Drama
1502,118880,Con Air (1997),6.8,Action|Crime|Thriller
1503,116834,Late Bloomers (1996),6.1,Comedy|Drama|Romance
1504,114134,The Pillow Book (1996),6.7,Drama
1505,112951,En avoir (ou pas) (1995),6.8,Drama|Romance
1507,117724,Squeeze (1997),6.0,Crime|Drama
1508,117775,Sudden Manhattan (1996),6.5,Comedy
1509,113968,The Next Step (1997),6.2,
1510,118127,Wedding Bell Blues (1996),4.9,Comedy|Romance
1511,118688,Batman & Robin (1997),3.7,Action|Fantasy|Sci-Fi
1512,119019,Dream with the Fishes (1997),7.0,Comedy|Drama
1513,120034,Roseanna's Grave (1997),7.2,Comedy|Romance|Drama
1514,116502,Head Above Water (1996),6.0,Comedy|Thriller
1515,119282,Hercules (1997),7.2,Animation|Adventure|Comedy
1516,119502,The Last Time I Committed Suicide (1997),5.8,Biography|Drama
1518,119738,My Best Friend's Wedding (1997),6.3,Comedy|Drama|Romance
1519,105569,Tetsuo II: Body Hammer (1992),6.4,Horror|Sci-Fi
1520,115856,When the Cat's Away (1996),6.9,Comedy|Romance
1522,119094,Face/Off (1997),7.3,Action|Crime|Sci-Fi
1523,119098,Fall (1997),6.0,Drama|Romance
1524,116384,Gabbeh (1996),7.0,Drama|Mystery|Romance
1525,117076,Mondo (1995),7.3,Drama
1526,113425,The Innocent Sleep (1996),5.4,Crime|Drama|Thriller
1528,119654,Men in Black (1997),7.3,Adventure|Comedy|Family
1529,119848,Out to Sea (1997),6.0,Comedy|Romance
1530,120512,Wild America (1997),6.3,Action|Adventure|Comedy
1531,120133,A Simple Wish (1997),5.4,Comedy|Family|Fantasy
1532,118884,Contact (1997),7.4,Drama|Mystery|Sci-Fi
1533,116930,Love Serenade (1996),7.0,Comedy|Crime|Drama
1535,82198,Conan the Barbarian (1982),6.9,Adventure|Fantasy
1536,119190,George of the Jungle (1997),5.4,Action|Adventure|Comedy
1537,118887,Cop Land (1997),6.9,Crime|Drama|Thriller
1538,119081,Event Horizon (1997),6.7,Horror|Sci-Fi|Thriller
1539,120177,Spawn (1997),5.2,Action|Horror
1540,118570,Air Bud (1997),5.1,Comedy|Drama|Family
1542,119361,In the Company of Men (1997),7.3,Comedy|Drama
1543,119152,Free Willy 3: The Rescue (1997),4.6,Adventure|Drama|Family
1548,120112,She's So Lovely (1997),5.9,Drama|Romance
1549,119311,Hoodlum (1997),6.2,Crime|Drama
1551,119675,Mimic (1997),5.9,Horror|Sci-Fi
1552,119695,Money Talks (1997),6.2,Action|Comedy|Crime
1553,119086,Excess Baggage (1997),5.3,Action|Comedy|Crime
1554,119484,Kull the Conqueror (1997),4.8,Fantasy|Action|Adventure
1555,118571,Air Force One (1997),6.4,Action|Adventure|Drama
1556,118531,One Eight Seven (1997),6.7,Drama|Thriller
1558,102494,My Own Private Idaho (1991),7.1,Drama
1559,119465,"Kiss Me, Guido (1997)",6.1,Comedy
1560,120197,Star Maps (1997),5.9,Comedy|Drama
1561,119360,In & Out (1997),6.3,Comedy|Romance
1562,119051,The Edge (1997),6.9,Action|Adventure|Drama
1566,119468,Kiss the Girls (1997),6.6,Crime|Drama|Mystery
1567,120169,Soul Food (1997),6.9,Comedy|Drama
1569,120524,Wishmaster (1997),5.7,Fantasy|Horror
1571,119174,The Game (1997),7.8,Drama|Mystery|Thriller
1572,119123,Fire Down Below (1997),5.0,Action|Drama|Thriller
1573,120399,U Turn (1997),6.8,Crime|Drama|Thriller
1574,119557,The Locusts (1997),6.2,Drama
1575,119632,The MatchMaker (1997),6.5,Comedy|Romance
1576,123953,The Lay of the Land (1997),4.8,Comedy|Drama
1577,118647,The Assignment (1997),6.9,Action|Crime|Thriller
1578,120151,A Smile Like Yours (1997),4.8,Comedy|Romance
1579,120402,Ulee's Gold (1997),7.1,Drama
1581,120192,Stag (1997),5.6,Action|Drama|Thriller
1582,118842,Chasing Amy (1997),7.3,Comedy|Drama|Romance
1583,119326,How to Be a Player (1997),5.3,Comedy
1584,119164,The Full Monty (1997),7.2,Comedy|Drama
1585,116631,Alive and Kicking (1996),6.0,Comedy|Drama|Romance
1586,119280,Mrs Brown (1997),7.3,Biography|Drama|History
1588,118971,The Devil's Advocate (1997),7.5,Drama|Mystery|Thriller
1589,120029,RocketMan (1997),5.9,Comedy|Family|Sci-Fi
1591,119324,The House of Yes (1997),6.7,Comedy|Drama
1592,119107,"Fast, Cheap & Out of Control (1997)",7.3,Documentary
1594,120303,Telling Lies in America (1997),6.3,Drama|Music
1595,120539,Year of the Horse (1997),6.6,Documentary|Music
1596,119177,Gattaca (1997),7.8,Drama|Sci-Fi|Thriller
1597,119095,FairyTale: A True Story (1997),6.5,Drama|Family|Fantasy
1598,119891,Phantoms (1998),5.4,Horror|Sci-Fi|Thriller
1600,120529,Wonderland (1997),7.2,Documentary
1601,119535,A Life Less Ordinary (1997),6.4,Comedy|Crime|Fantasy
1602,119338,Hurricane Streets (1997),6.5,Crime|Drama|Romance
1603,119080,Eve's Bayou (1997),7.3,Drama
1604,119210,Switchback (1997),6.4,Crime|Mystery|Thriller
1606,83131,Stripes (1981),6.9,Action|Comedy|War
1608,118689,Bean (1997),6.4,Adventure|Comedy|Family
1611,119832,One Night Stand (1997),5.9,Drama|Romance
1612,120275,The Tango Lesson (1997),6.8,Drama|Music|Romance
1613,120490,Welcome to Sarajevo (1997),6.9,Drama|War
1614,119527,Deceiver (1997),6.7,Crime|Drama|Mystery
1616,118749,Boogie Nights (1997),7.9,Drama
1617,90329,Witness (1985),7.4,Crime|Drama|Romance
1619,120201,Starship Troopers (1997),7.2,Action|Adventure|Sci-Fi
1620,118901,Critical Care (1997),6.0,Comedy|Drama
1622,118836,Chairman of the Board (1998),2.3,Comedy
1623,120148,Sliding Doors (1998),6.8,Comedy|Drama|Fantasy
1624,119707,Mortal Kombat: Annihilation (1997),3.7,Action|Adventure|Fantasy
1625,120382,The Truman Show (1998),8.1,Comedy|Drama|Sci-Fi
1626,120520,The Wings of the Dove (1997),7.2,Drama|Romance
1627,119723,Mrs Dalloway (1997),6.9,Drama|Romance
1628,116592,"I Love You, I Love You Not (1996)",5.5,Drama|Romance
1629,119994,Red Corner (1997),6.2,Crime|Drama|Thriller
1630,119395,The Jackal (1997),6.3,Action|Crime|Drama
1632,120483,The Man Who Knew Too Little (1997),6.6,Action|Comedy|Crime
1633,118583,Alien: Resurrection (1997),6.3,Action|Horror|Sci-Fi
1635,118607,Amistad (1997),7.2,Drama|History
1636,118632,The Apostle (1997),7.2,Drama
1637,123385,Artemisia (1997),6.8,Biography|Drama|History
1638,118698,Bent (1997),7.3,Drama|History|Romance
1639,109266,Bang (1995),6.4,Crime|Drama
1640,118764,Les Boys (1997),6.6,Comedy|Drama|Sport
1641,118804,The Butcher Boy (1997),7.2,Comedy|Drama
1642,118954,Deconstructing Harry (1997),7.4,Comedy
1643,119137,Flubber (1997),5.2,Comedy|Family|Sci-Fi
1644,119142,For Richer or Poorer (1997),5.7,Comedy
1645,119217,Good Will Hunting (1997),8.3,Drama
1647,116490,Tar (1997),5.5,Drama
1648,119303,Home Alone 3 (1997),4.3,Comedy|Crime|Family
1650,130073,Legal Deceit (1997),3.7,Thriller
1651,116976,Man of Her Dreams (1997),5.2,Drama|Thriller
1653,119715,Mousehunt (1997),6.4,Comedy|Family
1654,117167,Never Met Picasso (1996),6.1,Comedy|Drama|Romance
1656,119845,"Other Voices, Other Rooms (1995)",6.3,Drama
1657,120082,Scream 2 (1997),6.1,Horror|Mystery
1658,120222,Stranger in the House (1997),5.5,Thriller
1659,120255,The Sweet Hereafter (1997),7.7,Drama
1660,128755,Time Tracers (1997),4.5,Sci-Fi
1661,120338,Titanic (1997),7.7,Drama|Romance
1662,120347,Tomorrow Never Dies (1997),6.5,Action|Adventure|Thriller
1663,117994,Twisted (1996),4.6,Drama
1664,118230,Full Speed (1996),6.4,Drama|Romance
1665,119052,The Education of Little Tree (1997),7.2,Drama
1666,119925,The Postman (1997),6.0,Action|Adventure|Drama
1667,119314,The Horse Whisperer (1998),6.6,Drama|Romance|Western
1668,120521,The Winter Guest (1997),7.1,Drama
1669,119396,Jackie Brown (1997),7.5,Crime|Thriller
1670,119485,Kundun (1997),7.0,Biography|Drama|History
1671,119718,Mr. Magoo (1997),3.9,Adventure|Comedy|Family
1672,118715,The Big Lebowski (1998),8.2,Comedy|Crime|Mystery
1673,118566,Afterglow (1997),6.1,Comedy|Drama|Romance
1674,119590,Ma Vie en Rose (1997),7.6,Drama
1675,119223,Great Expectations (1998),6.8,Drama|Romance
1677,118539,3 Ninjas: High Noon at Mega Mountain (1998),2.8,Action|Adventure|Comedy
1678,119655,Men of Means (1998),6.1,Action|Drama
1679,119988,Caught Up (1998),5.4,Crime|Drama|Thriller
1680,129758,Arguing the World (1998),7.0,Documentary
1682,120820,Senseless (1998),6.0,Comedy|Romance
1683,120885,Wag the Dog (1997),7.1,Comedy|Drama
1684,118929,Dark City (1998),7.7,Mystery|Sci-Fi|Thriller
1686,120478,Star Kid (1997),5.4,Adventure|Sci-Fi|Family
1688,120693,Half Baked (1998),6.7,Comedy|Crime
1689,119099,Fallen (1998),7.0,Action|Crime|Drama
1690,120122,Shooting Fish (1997),6.6,Comedy|Crime|Romance
1691,118643,The Prophecy II (1998),5.8,Fantasy|Horror|Thriller
1692,112913,Fallen Angels (1995),7.7,Crime|Drama|Romance
1693,119815,Four Days in September (1997),7.4,Action|Drama|History
1694,120185,Spice World (1997),3.4,Comedy|Family|Music
1695,118956,Deep Rising (1998),6.0,Action|Adventure|Horror
1696,128690,Tainted (1998),5.2,Comedy|Thriller
1697,119521,A Letter from Death Row (1998),4.1,Crime|Drama|Mystery
1698,119734,Music from Another Room (1998),6.5,Comedy|Drama|Romance
1700,120008,The Replacement Killers (1998),6.1,Action|Crime|Thriller
1701,120594,B. Monkey (1998),6.0,Crime|Drama|Romance
1702,119784,The Night Flier (1997),6.0,Fantasy|Horror|Mystery
1705,133090,Mass Transit (1998),6.2,Short
1706,120707,Ride (1998),4.5,Comedy
1707,120888,The Wedding Singer (1998),6.8,Comedy|Music|Romance
1708,120184,Sphere (1998),6.0,Drama|Horror|Mystery
1709,118662,Ayn Rand: A Sense of Life (1997),6.7,Documentary|Biography
1713,119822,As Good as It Gets (1997),7.7,Comedy|Drama|Romance
1714,99939,King of New York (1990),7.0,Crime|Thriller
1715,145302,A Paralyzing Fear: The Story of Polio in America (1998),7.8,Documentary
1716,119656,Men with Guns (1997),5.7,Action|Crime|Drama
1717,114322,The Sadness of Sex (1998),6.5,Comedy|Romance
1718,119594,Twilight (1998),6.2,Crime|Drama|Mystery
1719,120873,U.S. Marshals (1998),6.5,Action|Crime|Thriller
1720,120491,Welcome to Woop Woop (1997),5.7,Adventure|Comedy|Fantasy
1722,112619,El Callejí_n de los Milagros (1995),7.6,Drama
1723,140282,In God's Hands (1998),5.5,Action|Drama|Sport
1724,120661,Everest (1998),7.1,Documentary|Short
1725,118744,Hush (1998),5.3,Drama|Thriller
1726,120241,Suicide Kings (1997),7.0,Comedy|Drama|Mystery
1727,120744,The Man in the Iron Mask (1998),6.5,Action|Adventure
1728,120769,The Newton Boys (1998),6.0,Action|Crime|Drama
1729,120890,Wild Things (1998),6.5,Crime|Drama|Mystery
1730,125454,Paulie (1998),6.5,Adventure|Comedy|Drama
1731,120642,"A Cool, Dry Place (1998)",6.3,Drama
1732,119250,Fireworks (1997),7.9,Crime|Drama|Romance
1735,120510,Wide Awake (1998),6.1,Comedy|Drama|Family
1736,120793,A Price Above Rubies (1998),6.6,Drama|Romance
1737,119049,Eden (1996),6.0,Drama
1738,124179,Two Girls and a Guy (1997),5.6,Comedy|Drama
1740,120219,Storefront Hitchcock (1998),7.1,Documentary|Music
1741,120108,The Proposition (1998),6.3,Drama|Romance
1742,120772,The Object of My Affection (1998),6.0,Comedy|Drama|Romance
1743,120645,Meet the Deedles (1998),3.9,Comedy|Family
1745,119905,The Players Club (1998),5.6,Comedy|Drama
1746,120598,Barney's Great Adventure (1998),2.8,Adventure|Family
1747,124295,The Big One (1997),7.1,Documentary|Comedy|Crime
1748,118851,Chinese Box (1997),6.3,Drama|Romance
1749,119139,Follow the Bitch (1996),7.5,Comedy
1750,120738,Lost in Space (1998),5.1,Action|Adventure|Family
1752,120749,Mercury Rising (1998),6.1,Action|Crime|Drama
1753,120176,The Spanish Prisoner (1997),7.3,Drama|Mystery|Thriller
1754,120632,City of Angels (1998),6.7,Drama|Fantasy|Romance
1755,120728,The Last Days of Disco (1998),6.6,Comedy|Drama|Music
1756,120773,The Odd Couple II (1998),6.4,Adventure|Comedy
1757,120765,My Giant (1998),4.9,Comedy|Drama|Sport
1758,124718,He Got Game (1998),6.9,Drama|Sport
1761,120213,Slappy and the Stinkers (1998),5.0,Comedy|Family
1762,118819,Live Flesh (1997),7.5,Drama
1764,119792,Nil by Mouth (1997),7.4,Drama
1765,117443,Ratchet (1996),4.5,Thriller
1766,118755,The Borrowers (1997),5.8,Adventure|Comedy|Family
1767,119947,Prince Valiant (1997),5.1,Adventure|Fantasy|Romance
1768,130019,"I Love You, Don't Touch Me! (1997)",5.3,Comedy|Romance
1769,119508,Leather Jacket Love Story (1997),6.2,Comedy|Drama|Romance
1770,118727,Love Walked In (1997),5.5,Drama|Thriller
1772,120723,Kissing a Fool (1998),5.6,Comedy|Romance
1774,138563,Kurt & Courtney (1998),6.2,Documentary|Crime|Music
1775,119987,The Real Blonde (1997),6.0,Comedy|Drama|Romance
1776,117786,Mr. Nice Guy (1997),6.2,Action|Comedy|Crime
1778,119448,Karakter (1997),7.8,Crime|Drama|Mystery
1779,118785,Junk Mail (1997),6.8,Comedy|Thriller
1780,120841,Species II (1998),4.3,Action|Horror|Sci-Fi
1781,120742,Major League: Back to the Minors (1998),4.5,Comedy|Sport
1782,120838,Sour Grapes (1998),5.7,Comedy
1783,141986,Wild Man Blues (1997),7.0,Documentary|Music|Romance
1784,120609,The Big Hit (1998),6.1,Action|Comedy|Crime
1785,120856,Tarzan and the Lost City (1998),3.9,Action|Adventure|Family
1786,120610,Black Dog (1998),5.3,Action|Crime|Drama
1787,118925,"Dancer, Texas Pop. 81 (1998)",6.8,Comedy|Drama|Family
1788,119952,A Friend of the Deceased (1997),7.1,Comedy|Drama
1789,113184,Go Now (1995),7.3,Drama|Romance|Sport
1790,119683,Les Misí©rables (1998),7.5,Crime|Drama|History
1791,120211,Still Breathing (1997),6.9,Comedy|Drama|Romance
1792,118866,Clockwatchers (1997),6.4,Comedy|Drama
1793,120647,Deep Impact (1998),6.1,Action|Drama|Romance
1794,145048,Little Men (1998),6.4,Drama
1796,125128,The Hanging Garden (1997),7.1,Drama|Romance
1797,119506,Lawn Dogs (1997),7.6,Drama
1799,120685,Godzilla (1998),5.3,Action|Sci-Fi|Thriller
1800,118798,Bulworth (1998),6.8,Comedy|Drama|Romance
1801,120669,Fear and Loathing in Las Vegas (1998),7.7,Adventure|Comedy|Drama
1802,120777,The Opposite of Sex (1998),6.5,Comedy
1804,119053,Almost Heroes (1998),5.8,Adventure|Comedy|Western
1805,119313,Hope Floats (1998),5.9,Drama|Romance
1806,119375,Insomnia (1997),7.3,Crime|Horror|Mystery
1808,120401,The Ugly (1997),6.3,Drama|Horror|Thriller
1809,120787,A Perfect Murder (1998),6.5,Crime|Drama|Thriller
1810,116692,Beyond Silence (1996),7.5,Drama|Music
1811,120828,Six Days Seven Nights (1998),5.8,Action|Adventure|Comedy
1812,127723,Can't Hardly Wait (1998),6.5,Comedy|Romance
1816,125980,Passion in the Desert (1997),6.6,Adventure|Drama
1817,118849,Children of Heaven (1997),8.4,Drama|Family
1818,150290,Dear Jesse (1998),7.3,Documentary
1821,122529,Henry Fool (1997),7.3,Comedy|Drama
1822,143614,Marie from the Bay of Angels (1997),6.1,Drama|Romance
1823,119717,Mr. Jealousy (1997),6.5,Comedy|Romance
1824,120762,Mulan (1998),7.5,Animation|Adventure|Family
1825,140508,Resurrection Man (1998),5.5,Crime|Drama|Thriller
1826,120902,The X Files (1998),7.0,Drama|Mystery|Sci-Fi
1827,126344,I Went Down (1997),7.0,Action|Comedy|Crime
1828,118998,Doctor Dolittle (1998),5.3,Comedy|Family|Fantasy
1829,120780,Out of Sight (1998),7.0,Crime|Drama|Romance
1831,120321,Smoke Signals (1998),7.2,Comedy|Drama
1832,120443,Voyage to the Beginning of the World (1997),7.0,Biography|Drama
1833,118789,Buffalo '66 (1998),7.5,Comedy|Crime|Drama
1834,120591,Armageddon (1998),6.6,Action|Adventure|Sci-Fi
1835,122151,Lethal Weapon 4 (1998),6.6,Action|Crime|Thriller
1836,123987,Madeline (1998),5.9,Comedy|Family
1840,129387,There's Something About Mary (1998),7.1,Comedy|Romance
1841,52077,Plan 9 from Outer Space (1959),4.0,Horror|Sci-Fi
1843,19729,The Broadway Melody (1929),6.3,Drama|Musical|Romance
1844,20629,All Quiet on the Western Front (1930),8.1,Drama|War
1846,22958,Grand Hotel (1932),7.6,Drama|Romance
1847,23876,Cavalcade (1933),6.0,Drama|Romance|War
1849,27698,The Great Ziegfeld (1936),6.8,Biography|Drama|Musical
1850,29146,The Life of Emile Zola (1937),7.3,Biography|Drama
1851,30993,You Can't Take It with You (1938),8.0,Comedy|Drama|Romance
1852,33729,How Green Was My Valley (1941),7.8,Drama|Family
1853,35093,Mrs. Miniver (1942),7.6,Drama|Romance|War
1854,36872,Going My Way (1944),7.2,Comedy|Drama|Music
1855,37884,The Lost Weekend (1945),8.0,Drama|Film-Noir
1858,40416,Hamlet (1948),7.8,Drama
1859,41113,All the King's Men (1949),7.6,Drama|Film-Noir
1861,45793,From Here to Eternity (1953),7.7,Drama|Romance|War
1863,48356,Marty (1955),7.7,Drama|Romance
1864,55614,West Side Story (1961),7.6,Crime|Drama|Musical
1865,57590,Tom Jones (1963),6.7,Adventure|Comedy|History
1866,60665,A Man for All Seasons (1966),7.9,Biography|Drama|History
1867,61811,In the Heat of the Night (1967),8.0,Crime|Drama|Mystery
1868,63385,Oliver! (1968),7.5,Drama|Family|Musical
1869,64665,Midnight Cowboy (1969),7.9,Drama
1870,67116,The French Connection (1971),7.8,Action|Crime|Drama
1871,75148,Rocky (1976),8.1,Drama|Sport
1873,81283,Ordinary People (1980),7.8,Drama
1875,86425,Terms of Endearment (1983),7.4,Comedy|Drama
1876,89755,Out of Africa (1985),7.2,Biography|Drama|Romance
1877,93389,The Last Emperor (1987),7.8,Biography|Drama|History
1878,95953,Rain Man (1988),8.0,Drama
1880,65063,Take the Money and Run (1969),7.3,Comedy|Crime
1882,87995,Repo Man (1984),6.9,Comedy|Crime|Sci-Fi
1883,100142,Metropolitan (1990),7.5,Comedy|Drama|Romance
1885,88847,The Breakfast Club (1985),7.9,Comedy|Drama
1886,89686,A Nightmare on Elm Street 2: Freddy's Revenge (1985),5.4,Horror|Thriller
1887,93629,A Nightmare on Elm Street 3: Dream Warriors (1987),6.6,Action|Fantasy|Horror
1888,95742,A Nightmare on Elm Street 4: The Dream Master (1988),5.7,Horror|Thriller
1889,97981,A Nightmare on Elm Street 5: The Dream Child (1989),5.1,Fantasy|Horror|Romance
1890,101917,Freddy's Dead: The Final Nightmare (1991),4.9,Comedy|Fantasy|Horror
1891,80761,Friday the 13th (1980),6.5,Horror|Mystery|Thriller
1892,82418,Friday the 13th Part 2 (1981),6.1,Horror|Mystery|Thriller
1893,83972,Friday the 13th Part III (1982),5.7,Horror|Thriller
1894,87298,Friday the 13th: The Final Chapter (1984),5.9,Horror|Thriller
1895,89173,Friday the 13th: A New Beginning (1985),4.7,Horror|Mystery|Thriller
1896,91080,Jason Lives: Friday the 13th Part VI (1986),5.9,Horror|Thriller
1897,95179,Friday the 13th Part VII: The New Blood (1988),5.3,Horror|Thriller
1898,97388,Friday the 13th Part VIII: Jason Takes Manhattan (1989),4.6,Adventure|Horror|Thriller
1899,77651,Halloween (1978),7.9,Horror|Thriller
1900,82495,Halloween II (1981),6.5,Horror
1901,85636,Halloween III: Season of the Witch (1982),4.6,Horror|Mystery|Sci-Fi
1902,95271,Halloween 4: The Return of Michael Myers (1988),5.9,Horror|Thriller
1903,97474,Halloween 5 (1989),5.2,Horror|Thriller
1904,81383,Prom Night (1980),5.4,Horror|Thriller
1905,93176,Prom Night II (1987),5.5,Horror|Thriller
1906,98136,Prom Night III: The Last Kiss (1990),4.5,Comedy|Horror|Thriller
1907,105179,Prom Night IV: Deliver Us from Evil (1992),4.1,Horror|Thriller
1908,94862,Child's Play (1988),6.5,Horror|Thriller
1909,99253,Child's Play 2 (1990),5.7,Horror|Thriller
1910,103956,Child's Play 3 (1991),5.0,Action|Horror|Thriller
1912,91778,Poltergeist II: The Other Side (1986),5.7,Horror
1913,95889,Poltergeist III (1988),4.6,Horror|Thriller
1915,76009,Exorcist II: The Heretic (1977),3.7,Horror
1917,93409,Lethal Weapon (1987),7.6,Action|Crime|Thriller
1918,97733,Lethal Weapon 2 (1989),7.2,Action|Crime|Thriller
1919,104714,Lethal Weapon 3 (1992),6.7,Action|Crime|Thriller
1920,87363,Gremlins (1984),7.2,Comedy|Fantasy|Horror
1923,120746,The Mask of Zorro (1998),6.7,Action|Adventure|Comedy
1925,117898,"This World, Then the Fireworks (1997)",5.1,Crime|Drama|Thriller
1928,96874,Back to the Future Part II (1989),7.8,Adventure|Comedy|Sci-Fi
1929,99088,Back to the Future Part III (1990),7.4,Action|Adventure|Comedy
1930,69113,The Poseidon Adventure (1972),7.1,Action|Adventure|Drama
1931,76054,Freaky Friday (1976),6.3,Comedy|Family|Fantasy
1932,54594,The Absent Minded Professor (1961),6.8,Comedy|Family|Sci-Fi
1933,78790,The Apple Dumpling Gang Rides Again (1979),6.0,Family|Comedy|Western
1935,34492,Bambi (1942),7.3,Animation|Drama|Family
1937,94947,Dangerous Liaisons (1988),7.7,Drama|Romance
1938,87182,Dune (1984),6.6,Action|Adventure|Sci-Fi
1939,95497,The Last Temptation of Christ (1988),7.6,Drama
1940,99674,The Godfather: Part III (1990),7.6,Crime|Drama
1941,102757,The Rapture (1991),6.4,Drama|Mystery
1942,119558,Lolita (1997),6.9,Drama|Romance
1943,134619,Disturbing Behavior (1998),5.5,Horror|Mystery|Sci-Fi
1944,120741,Mafia! (1998),5.5,Comedy|Crime
1945,120815,Saving Private Ryan (1998),8.6,Drama|War
1946,137386,Billy's Hollywood Screen Kiss (1998),7.1,Comedy|Romance
1947,119007,Dong gong xi gong (1996),6.4,Drama
1948,66728,The Million Dollar Duck (1971),5.8,Comedy|Family|Sci-Fi
1949,66811,The Barefoot Executive (1971),5.9,Family|Comedy
1951,78869,The Black Hole (1979),5.9,Action|Sci-Fi
1953,109287,Blank Check (1994),5.2,Comedy|Crime|Family
1954,75807,Candleshoe (1977),6.7,Adventure|Comedy|Drama
1957,65566,The Computer Wore Tennis Shoes (1969),6.0,Family|Comedy
1959,109520,D2: The Mighty Ducks (1994),5.9,Comedy|Drama|Family
1960,52722,Darby O'Gill and the Little People (1959),7.2,Adventure|Family|Fantasy
1961,82263,The Devil and Max Devlin (1981),5.0,Comedy|Family|Fantasy
1962,106868,A Far Off Place (1993),6.6,Adventure|Drama|Family
1963,91059,Flight of the Navigator (1986),6.9,Adventure|Family|Sci-Fi
1964,61715,The Gnome-Mobile (1967),6.5,Adventure|Family|Fantasy
1965,91149,The Great Mouse Detective (1986),7.2,Animation|Adventure|Family
1967,80861,Herbie Goes Bananas (1980),4.8,Adventure|Comedy|Family
1968,76137,Herbie Goes to Monte Carlo (1977),5.5,Action|Adventure|Comedy
1969,107120,Hocus Pocus (1993),6.7,Comedy|Family|Fantasy
1970,104437,Honey I Blew Up the Kid (1992),4.7,Adventure|Comedy|Family
1971,97523,"Honey, I Shrunk the Kids (1989)",6.3,Adventure|Comedy|Family
1973,56095,In Search of the Castaways (1962),6.7,Adventure|Family|Fantasy
1974,57180,The Incredible Journey (1963),7.1,Adventure|Drama|Family
1975,120768,The Negotiator (1998),7.3,Action|Crime|Drama
1976,120783,The Parent Trap (1998),6.4,Adventure|Comedy|Drama
1977,131857,BASEketball (1998),6.6,Comedy|Sport
1978,119165,Full Tilt Boogie (1997),6.5,Documentary
1979,120687,The Governess (1998),6.3,Drama|Romance
1980,124115,Seventh Heaven (1997),6.8,Drama
1981,98213,Roger & Me (1989),7.5,Documentary
1982,89853,The Purple Rose of Cairo (1985),7.7,Comedy|Fantasy|Romance
1983,39689,Out of the Past (1947),8.1,Crime|Drama|Film-Noir
1985,83922,Fanny and Alexander (1982),8.1,Drama
1986,90203,The Trip to Bountiful (1985),7.6,Drama
1987,86423,Tender Mercies (1983),7.4,Drama|Music
1988,106273,And the Band Played On (1993),7.8,Drama
1989,96734,The 'Burbs (1989),6.9,Comedy|Mystery|Thriller
1990,89126,Fandango (1985),6.7,Comedy|Drama
1991,71910,The Night Porter (1974),6.8,Drama
1995,61852,The Jungle Book (1967),7.6,Animation|Adventure|Family
1996,53994,Kidnapped (1960),6.8,Action|Adventure|Drama
1997,48280,Lady and the Tramp (1955),7.3,Animation|Adventure|Comedy
1999,104868,The Mighty Ducks (1992),6.4,Comedy|Drama|Family
2000,104940,The Muppet Christmas Carol (1992),7.7,Comedy|Drama|Family
2002,55254,101 Dalmatians (1961),7.2,Animation|Adventure|Comedy
2003,89731,One Magic Christmas (1985),6.7,Family|Fantasy
2004,46183,Peter Pan (1953),7.3,Animation|Adventure|Family
2005,81353,Popeye (1980),5.2,Adventure|Comedy|Family
2006,100477,The Rescuers Down Under (1990),6.9,Animation|Adventure|Crime
2010,89908,Return to Oz (1985),6.7,Adventure|Family|Fantasy
2011,102803,The Rocketeer (1991),6.4,Action|Adventure|Comedy
2012,75200,The Shaggy D.A. (1976),5.8,Comedy|Family|Fantasy
2013,53285,Sleeping Beauty (1959),7.3,Animation|Family|Fantasy
2014,86336,Something Wicked This Way Comes (1983),6.8,Fantasy|Mystery|Thriller
2015,57518,Son of Flubber (1963),6.1,Comedy|Sci-Fi|Family
2017,88161,Splash (1984),6.2,Comedy|Fantasy|Romance
2018,111271,Squanto: A Warrior's Tale (1994),6.1,Adventure|Biography|Drama
2019,19422,Steamboat Willie (1928),7.7,Animation|Family|Comedy
2021,84783,Tex (1982),6.6,Drama
2022,84827,TRON (1982),6.8,Action|Adventure|Sci-Fi
2023,108265,Swing Kids (1993),6.8,Drama|Music
2024,120694,Halloween H20: 20 Years Later (1998),5.7,Horror|Thriller
2025,102250,L.A. Story (1991),6.7,Comedy|Drama|Fantasy
2026,79367,The Jerk (1979),7.2,Comedy
